params                          mean       std       2.5q       25q       50q       75q      97.5q    mc_err
pos_alpha_subj(HC.food).89     -0.036481  1.738221  -2.195926 -1.070494 -0.413864  0.438601   4.911897  0.034448
pos_alpha_subj(HC.food).90     -0.766347  1.357885   -2.31746 -1.567659 -1.042276 -0.345905   2.850482  0.040553
pos_alpha_subj(HC.food).94      0.910594  1.729279  -1.014812 -0.172459  0.422836  1.407134   5.746765  0.048559
pos_alpha_subj(HC.food).96      -0.85818  1.084833  -2.100155 -1.484562 -1.078023 -0.561173   2.076541  0.028908
pos_alpha_subj(HC.food).97     -0.734717  0.789898   -1.88591 -1.227126 -0.822509 -0.366319   0.925838  0.013824
pos_alpha_subj(HC.food).98     -1.452656  3.713696  -7.327351 -4.249294 -2.163919  1.109485   6.532174    0.0762
pos_alpha_subj(HC.food).100      1.31574  1.633965  -0.523916  0.293664  0.867488   1.77119   6.096142  0.033015
pos_alpha_subj(HC.food).101    -0.414121  2.499534  -3.322758 -2.107668 -1.149112  0.493857   6.280011  0.063371
pos_alpha_subj(HC.food).102     1.008028  2.528617  -2.526122 -0.835909  0.474625  2.389735   7.119642  0.054374
pos_alpha_subj(HC.food).103     2.537772  2.093735  -0.305981  1.038006  2.055197  3.629728    7.68437  0.034696
pos_alpha_subj(HC.food).104     1.343218  3.484908  -4.784044 -1.323349   1.62074  3.798905   7.762069   0.09337
pos_alpha_subj(HC.food).105    -2.322306  0.598683  -3.180908 -2.719028 -2.436251 -2.052132  -0.830162  0.014482
pos_alpha_subj(HC.food).106    -0.268802  3.887648  -6.878816 -3.433171 -0.369218  2.673205   7.228709  0.085385
pos_alpha_subj(HC.food).107     1.223538  1.810047  -0.701459  0.058926  0.661426  1.740742   6.471856  0.035549
pos_alpha_subj(HC.food).108    -0.161743  2.420787  -2.859163 -1.934741 -1.009298  1.026425   6.082386   0.09581
pos_alpha_subj(HC.food).109     3.127768  2.287278   -0.49131  1.515135   2.76708  4.467508   8.443353  0.037389
pos_alpha_subj(HC.food).110    -0.856696  3.913326   -7.44421 -4.041556 -0.982655  1.988357   6.861252  0.087215
pos_alpha_subj(HC.food).112      2.81248  2.086399   0.243964  1.294417  2.264806   3.84092   8.105401  0.040306
pos_alpha_subj(HC.food).117     3.574554  2.188954  -0.252387  2.066394  3.377772  4.912635   8.428177  0.035991
pos_alpha_subj(HC.neutral).47  -0.898267  3.835593  -7.150086 -3.884764 -1.559434  1.979436   6.868515  0.086208
pos_alpha_subj(HC.neutral).48   4.245638  2.011633   1.186882  2.763542  3.958655  5.373915   9.129246  0.029041
pos_alpha_subj(HC.neutral).50   4.174305  1.995231   1.171672  2.713727  3.854924  5.328168   8.857184  0.030597
pos_alpha_subj(HC.neutral).51   3.483599  1.968552   0.828292  1.995752  3.077207  4.580906   8.155784  0.029252
pos_alpha_subj(HC.neutral).52   0.872269  2.766894  -3.573925 -1.092324  0.624185   2.55986   6.977956  0.067596
pos_alpha_subj(HC.neutral).54   1.080952  2.361131  -2.589677 -0.441467  0.560687  2.211851   6.967966  0.048201
pos_alpha_subj(HC.neutral).56  -0.466525  0.894996  -1.753512 -1.001983  -0.57383 -0.111863    1.60695  0.019218
pos_alpha_subj(HC.neutral).60   0.941349  2.257939  -2.081745 -0.639801  0.384928  2.000295   6.617777  0.057085
pos_alpha_subj(HC.neutral).61   0.982017  1.346391  -0.440298  0.206636  0.632028  1.264767   4.952941  0.026195
pos_alpha_subj(HC.neutral).62   2.154336  1.951904   -0.06077  0.776711  1.555571   3.01349   7.276314  0.028525
pos_alpha_subj(HC.neutral).64    1.33673  1.754561  -0.676534  0.243684  0.853479  1.824095   6.402774   0.03012
pos_alpha_subj(HC.neutral).66   1.947952  2.799223  -2.832429 -0.019524  1.800885  3.756853   7.825707  0.071608
pos_alpha_subj(HC.neutral).67   3.926545  2.186962    0.26167  2.485645  3.720053   5.18513   8.624216  0.052704
pos_alpha_subj(HC.neutral).68   2.510393  2.486922  -1.232063  0.516248  2.224453  4.102121   8.065664  0.036177
pos_alpha_subj(HC.neutral).69   2.745549  2.679202  -3.021682  1.177898  2.668165  4.400315   8.133765  0.050629
pos_alpha_subj(HC.neutral).70   2.868857  2.025697   0.219441  1.364553  2.395477  3.941754    7.85894   0.03214
pos_alpha_subj(HC.neutral).71  -0.681118  0.450673  -1.507087  -0.98775 -0.698941 -0.399578   0.256902  0.010253
pos_alpha_subj(HC.neutral).73   1.886851  3.200597  -5.051214  0.100997  2.087023  3.955772   7.742028  0.053923
pos_alpha_subj(HC.neutral).75   2.772544  2.074546    0.01464   1.23983  2.317949  3.895586     7.8217  0.034201
pos_alpha_subj(HC.neutral).79   0.835466  2.413797   -2.82166 -0.867138  0.556916  2.066146   6.680205  0.060192
pos_alpha_subj(HC.neutral).80   2.025552  2.903458  -2.861671  -0.14783  2.088828  3.958372    7.98042  0.082138
pos_alpha_subj(HC.neutral).81  -1.929682  1.769024   -3.80987 -2.882491 -2.364831 -1.627441   3.726265  0.046576
pos_alpha_subj(HC.neutral).84   0.977069  2.064863   -1.58191 -0.405439  0.419861  1.728983   6.504509  0.033773
pos_alpha_subj(HC.neutral).85  -2.408244  1.096436  -3.876177 -3.081252 -2.577573 -1.959636   0.085524  0.031374
pos_alpha_subj(HC.neutral).87   0.045903  1.268785  -1.910467 -0.659435 -0.080982  0.513846   3.258096  0.025864
pos_alpha_subj(HC.neutral).88   -0.10833  1.192729  -1.798775 -0.802608 -0.258641  0.331253   2.852689  0.023519
pos_alpha_subj(HC.neutral).89  -0.240587  3.994246  -6.902557 -3.714457  0.027371  2.835046   7.277712  0.096599
pos_alpha_subj(HC.neutral).90    3.28772  1.978525   0.669018  1.795188  2.835042  4.381385   8.126082  0.034252
pos_alpha_subj(HC.neutral).94   2.527504  2.099754  -0.131389   0.99259  1.966067  3.619247   7.773984  0.032108
pos_alpha_subj(HC.neutral).96      3.646  2.091319   0.579401  2.107876  3.286543  4.851983   8.544962   0.03359
pos_alpha_subj(HC.neutral).97  -1.535008  0.551575  -2.378775 -1.872504 -1.586491 -1.264178  -0.478809  0.012327
pos_alpha_subj(HC.neutral).98   1.928408  1.830887  -0.334274  0.683476  1.428265  2.682528   6.850619  0.027721
pos_alpha_subj(HC.neutral).100 -3.276219  1.384996  -5.696449 -3.887801 -3.310924 -2.782575  -0.282964  0.031918
pos_alpha_subj(HC.neutral).101   1.34886  2.510431  -2.925701 -0.189025  1.023268  2.666281   7.271615  0.063933
pos_alpha_subj(HC.neutral).102  1.200211  2.394127  -2.256175 -0.495133  0.634218  2.514785   7.005413  0.046479
pos_alpha_subj(HC.neutral).103  0.541751  3.471715  -5.851124 -2.042992  0.585716  2.955631   7.381765  0.054899
pos_alpha_subj(HC.neutral).104 -1.557844  3.910113  -7.736851 -4.658796 -2.128283   1.34802   6.376348  0.089897
pos_alpha_subj(HC.neutral).105 -2.000507  0.617717  -2.831228 -2.323343 -2.048143 -1.775344  -0.945495  0.013961
pos_alpha_subj(HC.neutral).106  2.102898  2.540236   -1.86338  0.176162   1.83048  3.692322   7.849423  0.041604
pos_alpha_subj(HC.neutral).107  3.463657  2.060778   0.543378  1.928148  3.102479  4.622595   8.383518  0.032309
pos_alpha_subj(HC.neutral).108 -0.321924  0.880494  -1.753653 -0.830736 -0.387395  0.092084    1.37005   0.01821
pos_alpha_subj(HC.neutral).109  2.205093  2.215216  -0.819712  0.600531  1.680351   3.39811   7.684002  0.049191
pos_alpha_subj(HC.neutral).110  -0.35318  3.876428   -7.03727 -3.611729 -0.265734  2.478667   7.038649  0.096586
pos_alpha_subj(HC.neutral).112   4.55201  1.954128   1.665106   3.12897  4.233926  5.667093   9.121415  0.030423
pos_alpha_subj(HC.neutral).117  1.921022  1.933862  -0.529754  0.623164  1.407754  2.727408   7.085696  0.029461
pos_alpha_subj(RI.food).2      -0.319404   3.49307  -5.863016 -3.039838 -1.060111  2.337779   6.958109  0.068458
pos_alpha_subj(RI.food).3      -0.369334  0.464781   -1.16845 -0.684221 -0.405463 -0.100855   0.622069  0.010219
pos_alpha_subj(RI.food).6      -0.126393  3.127032   -4.99188 -2.437201 -0.740982  1.957589   6.783379  0.091952
pos_alpha_subj(RI.food).11      2.423677  2.356949  -2.266289  0.967047  2.182205  3.784103   7.707261  0.062518
pos_alpha_subj(RI.food).18     -1.847892  3.237815   -7.11445 -4.041376 -2.482463  0.160063   5.569528  0.065994
pos_alpha_subj(RI.food).20     -0.994587   3.72679  -7.305223  -3.85728   -1.3559  1.728987   6.559626  0.064967
pos_alpha_subj(RI.food).29      1.933952  1.837476  -0.234949  0.649391  1.430934  2.652849   6.798107  0.037324
pos_alpha_subj(RI.food).33      2.487065  2.179785  -0.556276  0.842273  2.039136  3.762829   7.682705  0.030159
pos_alpha_subj(RI.food).34      3.794209  1.938304   0.908371  2.386591  3.496238  4.913733   8.342755  0.029725
pos_alpha_subj(RI.food).39      3.697995  1.972017   0.778405  2.254877  3.383975   4.78998   8.318861  0.030305
pos_alpha_subj(RI.food).43      0.929594  1.142009  -0.319751  0.269091  0.669006  1.194593   4.119182  0.021133
pos_alpha_subj(RI.food).46      0.760497  2.791171  -3.858388 -1.197963  0.476661  2.462305   6.913986  0.065163
pos_alpha_subj(RI.food).49       1.85883  1.933488  -0.436506  0.486544  1.297119  2.701065   6.906545  0.038031
pos_alpha_subj(RI.food).53     -1.635398  1.102065  -3.945659 -2.019645 -1.599106 -1.189474  -0.152395  0.026123
pos_alpha_subj(RI.food).55     -2.306364   1.70109  -4.515142 -3.328851 -2.690075 -1.749334   2.381644  0.048299
pos_alpha_subj(RI.food).57     -0.162341  0.528126  -1.071164 -0.508985 -0.202109  0.131644   0.967768  0.008686
pos_alpha_subj(RI.food).58     -1.573332  1.291954  -3.621811 -2.418445 -1.619493  -0.90066   1.045043  0.031431
pos_alpha_subj(RI.food).59      4.173852  1.892428   1.364185  2.806191  3.870835  5.236019   8.671331   0.02833
pos_alpha_subj(RI.food).63      0.636209  1.985567  -2.052483 -0.634642     0.167  1.392501   5.898043  0.038542
pos_alpha_subj(RI.food).65      1.600743  2.461047   -1.80718 -0.258198  1.148199  3.057136   7.375089  0.047982
pos_alpha_subj(RI.food).72     -1.049064  3.563592  -6.921854 -3.721864 -1.546888  1.507196   6.328329  0.068736
pos_alpha_subj(RI.food).74     -0.991136  0.886637   -2.64077 -1.541264 -0.997476  -0.46949   0.714536  0.023995
pos_alpha_subj(RI.food).76       2.01617  2.023312  -0.615735   0.54297  1.531337  3.062412   7.189093  0.041816
pos_alpha_subj(RI.food).77      2.768009  2.437537  -1.681511  1.125824  2.640991  4.252691   7.995809  0.053589
pos_alpha_subj(RI.food).78      0.311232  2.060209  -2.166478 -1.191187 -0.166294  1.217832   5.909875  0.074592
pos_alpha_subj(RI.food).82     -0.981631  3.307331  -6.600148 -3.237556 -1.574095  1.194523    6.15424  0.065177
pos_alpha_subj(RI.food).83      3.506446  2.469473  -2.446598  2.147001  3.474838  4.952417   8.555941  0.076778
pos_alpha_subj(RI.food).86      0.755169  3.535813  -5.166953 -2.455664  1.122511  3.371075   7.505404  0.107327
pos_alpha_subj(RI.food).91     -1.197368  1.052294  -2.419132 -1.816042 -1.418972 -0.889026   1.405782   0.02939
pos_alpha_subj(RI.food).92      2.930769    2.1459  -0.765214  1.464078  2.648574  4.166825   7.847517  0.038125
pos_alpha_subj(RI.food).93      3.703334  1.930548     0.7925  2.307856  3.403387  4.790828   8.271645  0.026941
pos_alpha_subj(RI.food).95      0.237939  2.364787  -3.190339 -1.430173 -0.122045  1.392379   6.191253   0.04869
pos_alpha_subj(RI.food).99     -0.711862  1.145476  -1.912737 -1.330603 -0.957196 -0.465022   2.413089  0.035816
pos_alpha_subj(RI.food).111     0.111715  2.082679  -2.072704 -1.310634 -0.649783  0.923871   5.720274  0.080794
pos_alpha_subj(RI.food).113     0.315458  1.198847  -1.148675 -0.346244  0.081151  0.621674   3.710911  0.022659
pos_alpha_subj(RI.neutral).2    1.276576  3.617242  -5.748571 -1.257205  1.534026   3.72349   8.193552  0.081154
pos_alpha_subj(RI.neutral).3    2.968293  2.054969   0.425049  1.417586  2.431348  4.067562   8.100318  0.031726
pos_alpha_subj(RI.neutral).6    2.972518  2.408736  -0.698977  1.165731  2.631978  4.475259   8.338462   0.03704
pos_alpha_subj(RI.neutral).11   0.462657  1.865671  -1.907137 -0.589698 -0.005915  0.888334   5.948954  0.039428
pos_alpha_subj(RI.neutral).18  -0.877205  3.724334  -6.492945 -3.684008  -1.93574  1.863887   7.075067  0.112662
pos_alpha_subj(RI.neutral).20  -1.738474  0.680964  -2.806766 -2.198155 -1.819631 -1.371613  -0.216585  0.018618
pos_alpha_subj(RI.neutral).29   4.242116  2.012272   1.264471  2.755068  3.920844  5.390231   9.096588  0.030699
pos_alpha_subj(RI.neutral).33  -1.831548  2.268701  -4.895918 -3.012993 -2.345498 -1.397992   4.819389  0.074605
pos_alpha_subj(RI.neutral).34   3.631494   2.19958   0.308417  1.995203  3.285008  4.936516   8.772545  0.032199
pos_alpha_subj(RI.neutral).39   3.990749  2.050235    0.97567  2.480609  3.668407  5.176976   8.804543  0.027713
pos_alpha_subj(RI.neutral).43   3.195682  2.441911  -0.920057  1.451524   2.92091  4.729748   8.607654  0.042184
pos_alpha_subj(RI.neutral).46   3.584103   2.10692   0.645899  1.973252  3.182042   4.80807   8.646664  0.035363
pos_alpha_subj(RI.neutral).49  -1.436004  0.659062  -2.677994 -1.903999 -1.435228 -0.996682  -0.132667   0.01406
pos_alpha_subj(RI.neutral).55  -0.616634  3.489102  -6.095859 -3.400887 -0.851376  1.658607   7.071664  0.103964
pos_alpha_subj(RI.neutral).57  -1.385464  3.622472  -6.933281 -3.969532 -2.246174  0.897195   6.793362  0.081532
pos_alpha_subj(RI.neutral).58   1.448976  3.531159  -5.176605 -1.159083   1.60228  3.912203   8.220011  0.058116
pos_alpha_subj(RI.neutral).59   1.914155   2.72167  -1.412407 -0.368945  1.302864  3.684147   8.043996   0.09578
pos_alpha_subj(RI.neutral).63   2.655968  2.173971   -0.09852   1.05211  2.075803  3.789606    8.11633  0.037042
pos_alpha_subj(RI.neutral).65   3.330723  2.423677  -1.314408  1.712367  3.137284  4.791987   8.496195  0.038401
pos_alpha_subj(RI.neutral).72   0.368976  3.804577  -5.886964 -3.051406  0.628555  3.172062   7.759287  0.125398
pos_alpha_subj(RI.neutral).78   3.451178  2.818234  -1.553647  1.760588  3.540909  5.286077   9.086704  0.091773
pos_alpha_subj(RI.neutral).82    3.32119  2.096153   0.583777   1.76471  2.847508  4.417458    8.55433  0.036367
pos_alpha_subj(RI.neutral).83   3.821232  2.251024   0.200787  2.282633  3.568546  5.138899   8.845681  0.032075
pos_alpha_subj(RI.neutral).86   3.661175  2.122136   0.712629  2.078374  3.242575  4.871037   8.733826  0.038698
pos_alpha_subj(RI.neutral).91  -0.183257  0.529718  -1.109059 -0.530017 -0.220121  0.123091   0.917569  0.009044
pos_alpha_subj(RI.neutral).92   2.711658  3.033587  -2.330617  0.279296   2.88614  4.722205   8.828305  0.116934
pos_alpha_subj(RI.neutral).93   4.318373  2.078236   1.179812  2.805603  4.009688  5.489628    9.19994  0.030254
pos_alpha_subj(RI.neutral).95  -0.703064  3.259908  -5.426752 -3.098789 -1.504675  1.354019   6.889236  0.082521
pos_alpha_subj(RI.neutral).99  -0.058603  0.776848  -0.975831 -0.490524 -0.190671  0.176777   1.606846  0.014896
pos_alpha_subj(RI.neutral).111 -0.639268  0.477338  -1.483396 -0.950948 -0.664854  -0.37175   0.356257  0.011454
pos_alpha_subj(RI.neutral).113  3.905125  2.071373   0.799631  2.369079   3.59455  5.116556   8.727283  0.033084
pos_alpha_subj(RI.neutral).114  0.133624  1.378638  -1.629197 -0.672001 -0.108392  0.545358   4.041954  0.029252
