params                          mean       std       2.5q       25q       50q       75q      97.5q    mc_err
v_subj(AN.food).36              3.909771  0.566437   2.898973  3.522571  3.872853  4.258443   5.128425  0.011478
v_subj(AN.food).37              1.969379  0.251309   1.482526  1.799736  1.964076  2.134918   2.483858  0.002993
v_subj(AN.food).38              0.979517  1.040168  -0.929628  0.269565  0.887966  1.613195   3.236386  0.014009
v_subj(AN.food).40              6.724681  0.750597    5.34518  6.203928  6.701684  7.212708   8.246566  0.023475
v_subj(AN.food).41              1.210951  1.233485  -0.676822  0.293895  0.949451  1.950752    4.05992  0.020144
v_subj(AN.food).42             -0.283072  0.972409  -1.882644 -0.781378 -0.402462 -0.052868   2.362959  0.020327
v_subj(AN.food).44              1.394115  1.369502  -0.966992  0.344067  1.272652  2.308401   4.282299  0.019459
v_subj(AN.food).45              1.594397  1.095714   -0.22312  0.811615  1.534623  2.285713   3.989095  0.019129
v_subj(AN.neutral).1            0.900103  1.211946  -0.978646  0.069002  0.560725  1.648996   3.697095  0.020639
v_subj(AN.neutral).4             0.08043  0.909353  -1.235604  -0.45053 -0.191111  0.469428   2.302638  0.021286
v_subj(AN.neutral).5            1.028629  0.862784   0.250588  0.506027  0.695059  1.202958   3.530344  0.024852
v_subj(AN.neutral).7            0.561265  1.131212  -1.153391 -0.204841  0.222709  1.271361   3.235449  0.022356
v_subj(AN.neutral).8            3.704628   0.36614   3.012209  3.453337  3.693725  3.939031   4.444816  0.005755
v_subj(AN.neutral).9            1.697997  0.519554   0.961173  1.332529  1.603439  1.946894   3.000387  0.013128
v_subj(AN.neutral).10           1.264693  0.197481   0.927233  1.133047  1.249075   1.37479   1.707399  0.003203
v_subj(AN.neutral).12           1.121707  0.265893   0.694333  0.939831  1.091928  1.265796   1.708257  0.004557
v_subj(AN.neutral).13           2.254813  0.590015   1.340118  1.841282  2.169851  2.582367   3.703847  0.018456
v_subj(AN.neutral).14           1.682187  0.940729   0.319142  0.962552  1.546281  2.250635   3.836549  0.019166
v_subj(AN.neutral).15           2.157315  0.293245   1.607011  1.959593  2.146908  2.347052   2.741604  0.004094
v_subj(AN.neutral).16           2.765675  0.266224   2.257858  2.584272   2.76378  2.942358   3.292483  0.003332
v_subj(AN.neutral).17            1.25107  0.208257   0.871078  1.111655  1.241561  1.375826   1.687134  0.002898
v_subj(AN.neutral).19           1.228089   0.22954   0.817075   1.07168  1.218776  1.370662   1.701736  0.003597
v_subj(AN.neutral).22           1.592966  0.816625    0.48077  1.021378  1.428615   1.98094   3.634139  0.019185
v_subj(AN.neutral).23           0.985672  1.066274  -0.903238  0.194912  0.865695   1.76773    3.08179  0.027286
v_subj(AN.neutral).24           1.871698  0.582432   1.029427   1.46795  1.757679   2.16212   3.324019  0.015477
v_subj(AN.neutral).25           2.303439  0.636844   1.313624  1.854772  2.205902  2.662045   3.821315  0.017374
v_subj(AN.neutral).26            2.05896  0.243716   1.602848      1.89  2.052956  2.218274   2.559876  0.003139
v_subj(AN.neutral).28            1.46556  1.159268  -0.012965  0.488738  1.265187  2.209348   4.095927   0.03048
v_subj(AN.neutral).30           2.649858  0.621706   1.596645  2.202423   2.58893  3.026683    4.04399  0.016625
v_subj(AN.neutral).31           0.957435  1.382051  -1.134629 -0.006934  0.578684  1.791266   4.223013  0.025234
v_subj(AN.neutral).32          -7.936713  0.811969  -9.560134 -8.482368 -7.924911 -7.388905  -6.371808  0.010217
v_subj(AN.neutral).35            2.26501  0.363031   1.716507  2.029668  2.211695  2.440275   3.141257   0.00829
v_subj(AN.neutral).36           2.841475  0.593878   1.820107  2.425765  2.801192  3.199772   4.119018  0.011442
v_subj(AN.neutral).37           1.987408  0.253658   1.521497  1.809897  1.973136  2.152134   2.514482  0.003741
v_subj(AN.neutral).38           0.391225  0.852179  -0.979586 -0.058743   0.20256  0.723596    2.56959   0.01153
v_subj(AN.neutral).40           3.898043  0.565961     2.8665  3.516062  3.870129  4.255609   5.094654  0.009604
v_subj(AN.neutral).41           0.505181  1.161744  -1.524988 -0.190956   0.21202  1.235455   3.087653  0.021913
v_subj(AN.neutral).42           1.140613  0.668678   0.324969  0.683862  0.969613  1.419541   2.886247  0.016558
v_subj(AN.neutral).45           2.112453  0.254601   1.632422  1.939534  2.105022  2.275909   2.638169   0.00316
v_subj(AN.neutral).115          2.585154  1.333975   1.355105  1.732196  2.015179  2.840311   6.005334  0.084126
v_subj(AN.neutral).116          0.717287  1.106773  -1.068517 -0.014244   0.42168  1.392845   3.241314  0.017943
v_subj(HC.food).47              0.925648  0.211009   0.551131  0.786296  0.914663  1.048999   1.360686  0.002838
v_subj(HC.food).48              2.751109  0.494427   2.001469  2.427114  2.679515  2.985473   3.973495   0.01164
v_subj(HC.food).50              0.341444  1.065773  -1.381163 -0.250617  0.034412  0.825822    3.00848  0.018687
v_subj(HC.food).51              1.228979  0.230149   0.841758  1.078089  1.210579  1.354585   1.729026   0.00414
v_subj(HC.food).52              0.597389   0.72168   -0.35227  0.177146  0.405975  0.820366   2.551247   0.01186
v_subj(HC.food).54              1.129936  1.096215  -0.306104  0.249328  0.883397   1.81363    3.68049  0.021215
v_subj(HC.food).56              2.522208  0.362197   1.882342  2.270253  2.494829  2.744692   3.306387   0.00558
v_subj(HC.food).60              1.724256  0.373547   1.208804  1.491019  1.666053  1.873309   2.624581  0.008922
v_subj(HC.food).61              2.499929  0.278761    1.98378  2.305925  2.487572   2.68517   3.071365  0.004218
v_subj(HC.food).62              3.290414  0.335796   2.662548  3.067163  3.278865  3.503401   3.981021  0.004776
v_subj(HC.food).64              0.678573  0.286482   0.303824  0.529775  0.648791  0.775644   1.184097  0.006329
v_subj(HC.food).66              1.873463  0.387276   1.211269  1.616447    1.8456  2.089381   2.718299   0.00677
v_subj(HC.food).67              0.712767  0.180973    0.43238  0.605991  0.700434  0.798824   1.036911  0.003734
v_subj(HC.food).68               3.40018   0.43864   2.605792  3.096373  3.378884  3.678646    4.32365  0.006757
v_subj(HC.food).69              1.071323  0.535963   0.436518  0.739108  0.940402  1.235397    2.52725  0.014019
v_subj(HC.food).70              2.084617  0.268243   1.593181  1.906168  2.073091  2.249782   2.638015  0.003747
v_subj(HC.food).71              1.765873  0.383843   1.164892  1.507093  1.714726  1.960721   2.700887  0.008118
v_subj(HC.food).73                0.5612  0.351262   0.063062  0.382002  0.526357  0.685082   1.467624  0.005658
v_subj(HC.food).75              2.655973  0.445213   1.931377  2.344068  2.601711  2.909436   3.679123  0.009319
v_subj(HC.food).79              2.388995   0.81474   1.054538  1.803846  2.296261  2.889355   4.235297  0.020035
v_subj(HC.food).80              0.656462  0.332552   0.238454  0.482298  0.613122  0.756698    1.44224  0.006875
v_subj(HC.food).81              0.861671  0.656524   0.140415  0.483645  0.686759  0.996885   2.751227  0.014276
v_subj(HC.food).84              3.048927  0.559631   2.124079  2.664984  2.996412  3.368809   4.330125  0.011934
v_subj(HC.food).85              1.107582  0.764583   0.165744  0.542292  0.897082   1.51597   3.023707  0.020172
v_subj(HC.food).87              1.638341  0.341195   1.062699  1.409445  1.611163  1.820449   2.393902  0.006533
v_subj(HC.food).88              2.323813   0.98512   0.694452  1.574669  2.244859  2.990037   4.436103  0.027693
v_subj(HC.food).89              1.140946  0.433974   0.504164  0.846224  1.072634  1.353923   2.199973   0.00873
v_subj(HC.food).90              2.457358   0.90662   1.136472  1.792749  2.311744  2.957307   4.632045  0.031134
v_subj(HC.food).94              2.645062   0.48597   1.894455  2.290732  2.580554  2.926298   3.781581  0.015288
v_subj(HC.food).96              2.408913  0.747965    1.15518   1.86575  2.342066  2.882168   4.029923  0.018498
v_subj(HC.food).97              3.758996  0.694173   2.533576  3.279996  3.717232  4.186289   5.258509   0.01314
v_subj(HC.food).98              0.874854  1.103557  -0.591701  0.120438  0.500114   1.46596   3.630536  0.018909
v_subj(HC.food).100             2.679071  0.402013   1.992976   2.40653  2.646461  2.921267    3.55901  0.007817
v_subj(HC.food).101             1.275374  0.844317   0.301518  0.631766  1.030246  1.696369   3.428526  0.021965
v_subj(HC.food).102             1.208411  0.608221   0.394913   0.79046  1.078063  1.479147   2.809704  0.012481
v_subj(HC.food).103             1.823988  0.317878   1.261474  1.609232  1.801614   2.00918   2.525345  0.004753
v_subj(HC.food).104             0.991789  0.998243   0.198931  0.433962  0.593426  1.045776   3.985365  0.037328
v_subj(HC.food).105             4.552496  1.521629    1.99348  3.396503  4.446239  5.579651   7.721286  0.044137
v_subj(HC.food).106             0.478983  1.030114  -0.797612 -0.225476  0.090961  1.038209    3.03014  0.021275
v_subj(HC.food).107             2.078222  0.384149   1.446116  1.803789  2.034683  2.308616   2.955225  0.007103
v_subj(HC.food).108             1.853958  0.850445   0.859989  1.190939   1.60334  2.338364   3.996173  0.039247
v_subj(HC.food).109             0.938189  0.233973   0.597357  0.810718   0.92133  1.040857   1.313421  0.005811
v_subj(HC.food).110             0.577173  1.273728  -1.054663 -0.231396  0.082202  1.216744   3.793866  0.028006
v_subj(HC.food).112             3.841506  0.452236     3.0468  3.528077  3.813336  4.108742   4.839388  0.008166
v_subj(HC.food).117             1.027266  0.237529   0.654943  0.886581  1.012213  1.140582    1.45511  0.004374
v_subj(HC.neutral).47           1.012675  1.093557  -0.544118  0.181014  0.750412  1.723394   3.493052  0.018842
v_subj(HC.neutral).48           2.331002  0.250821    1.85537  2.157548  2.326073  2.495763   2.837953  0.003004
v_subj(HC.neutral).50           1.021444  0.145539   0.746391  0.921191  1.018359  1.118914   1.312719  0.001502
v_subj(HC.neutral).51           2.700787  0.587391    1.78716  2.293751  2.618743  3.023067   4.102823  0.015314
v_subj(HC.neutral).52           0.965965  0.778475   0.264082  0.531995  0.709773  1.036205   3.307419  0.023772
v_subj(HC.neutral).54           1.790916  0.885753   0.358653  1.100214  1.764381  2.399889   3.597838  0.023154
v_subj(HC.neutral).56           3.078141  0.783498   1.796745  2.529424  2.983574  3.524261   4.890902  0.017304
v_subj(HC.neutral).60            1.85876  0.853358   0.905201  1.299585  1.611594  2.143523   4.282734  0.027782
v_subj(HC.neutral).61           3.500087  0.393409   2.762445  3.236729  3.487594  3.754853   4.309713  0.006049
v_subj(HC.neutral).62           4.261443  0.412891   3.481792  3.980387  4.254228  4.535007   5.086496  0.005807
v_subj(HC.neutral).64           1.435023  0.259935   0.987344  1.259074  1.415621  1.588349   2.000671  0.004122
v_subj(HC.neutral).66           1.703794   0.81122   0.830056  1.185093  1.446284   1.96025   3.953776  0.028595
v_subj(HC.neutral).67           1.088481  0.582971   0.530053  0.743117  0.887741  1.197779   2.831422   0.02501
v_subj(HC.neutral).68           2.081617  0.771715   0.965109   1.51265  1.932384   2.50519   3.942318  0.018268
v_subj(HC.neutral).69           0.747267  0.466462   0.275162  0.533724  0.671243  0.824957   2.119487  0.010129
v_subj(HC.neutral).70           2.669338  0.365033   2.001393  2.417732  2.652139  2.900287   3.436465  0.005542
v_subj(HC.neutral).71           3.475336   0.66426   2.342155  3.004689  3.420707  3.871432   4.985287  0.015373
v_subj(HC.neutral).73           0.684098  0.659873   0.040411  0.362621  0.518917  0.721804   2.687483  0.013497
v_subj(HC.neutral).75            2.66167   0.36261   2.033483  2.414613  2.630576  2.873169   3.500065  0.006301
v_subj(HC.neutral).79           1.990966  0.752666   1.021153  1.488685  1.819451  2.299682   4.014801   0.02584
v_subj(HC.neutral).80           1.253778  0.779228   0.510072  0.813686   1.00959  1.338989   3.617359   0.02587
v_subj(HC.neutral).81           2.999589  1.370392   0.614375  1.983201  2.983526  3.954751   5.736131  0.038658
v_subj(HC.neutral).84           3.552608  1.321871   0.793011  2.697345  3.584026  4.448564   6.047851  0.032567
v_subj(HC.neutral).85           2.655019  1.158903    0.70006  1.804838  2.543989  3.399044   5.143049   0.03175
v_subj(HC.neutral).87           2.380958  0.477888   1.684168  2.077392  2.318945   2.58593   3.547411  0.012132
v_subj(HC.neutral).88            2.43658  0.629071   1.486287  2.002747  2.342759  2.752599   4.006429   0.01354
v_subj(HC.neutral).89           1.115664  1.012857  -0.303942  0.314689     0.941  1.744934    3.44293  0.017981
v_subj(HC.neutral).90           3.470046  0.556525   2.471411  3.084334  3.438622  3.810098   4.671614  0.010963
v_subj(HC.neutral).94           2.438184  0.320913   1.868404  2.217907  2.417825  2.629379   3.135491  0.004163
v_subj(HC.neutral).96           2.365585  0.319522   1.835055   2.14609   2.33171  2.547568   3.074078  0.004827
v_subj(HC.neutral).97           3.898697  0.897251   2.331618  3.260849  3.828485  4.468563    5.83454  0.019333
v_subj(HC.neutral).98            2.80593  0.372244    2.14744  2.550855   2.78084  3.031766   3.627629  0.005943
v_subj(HC.neutral).100          2.680366  1.082312     0.6642   1.92552   2.64904  3.376135   4.923387  0.022246
v_subj(HC.neutral).101          1.262281   0.79457   0.534689  0.848376  1.044642  1.314484   3.836587  0.027098
v_subj(HC.neutral).102          1.630555  0.661075   0.775692  1.185905  1.484297  1.899688   3.397678  0.016409
v_subj(HC.neutral).103          0.383764  0.768612    -0.9743  0.056649   0.29935  0.562336    2.42055  0.009352
v_subj(HC.neutral).104          1.106281  1.270877  -0.496956  0.139625  0.707425  1.898565   4.115478  0.025066
v_subj(HC.neutral).105          3.661492  0.958768   1.829148  3.019107  3.616497  4.281588   5.620794  0.016027
v_subj(HC.neutral).106          0.909279  0.391361   0.415192  0.670221  0.829276  1.030999   1.977478  0.008504
v_subj(HC.neutral).107          3.053373  0.337948   2.434354  2.821538  3.038476  3.270028    3.75351  0.005431
v_subj(HC.neutral).108          1.800739  0.385379   1.166553  1.541445  1.756023  2.007154    2.70732  0.007135
v_subj(HC.neutral).109          1.949889  0.416069   1.373251  1.692431  1.880633  2.113763   3.000026  0.010884
v_subj(HC.neutral).110          0.482941   0.95561  -0.633161 -0.217765  0.105745  1.058741    2.77525  0.023261
v_subj(HC.neutral).112          3.650906   0.32645   3.023978  3.429349  3.649112  3.871118   4.294206  0.004036
v_subj(HC.neutral).117          1.996209  0.290095   1.480118  1.791241  1.981042  2.180942   2.602474   0.00474
v_subj(RI.food).2                1.56477  1.211183  -0.074853  0.648622  1.332754  2.247332   4.488042  0.023699
v_subj(RI.food).3                4.02113   0.60041   2.960527  3.596734  3.979528   4.40249   5.301433  0.012632
v_subj(RI.food).6               1.037085  0.821408   0.222827  0.480441  0.707367   1.37758   3.230531   0.02642
v_subj(RI.food).11              0.742774  0.389723   0.411821  0.581952  0.680102  0.787076   1.668778  0.017837
v_subj(RI.food).18              1.175603  1.069185  -0.239191  0.373402  0.952175  1.752258   3.791204  0.021725
v_subj(RI.food).20              0.469092  1.030811  -1.227904 -0.108188  0.187476  0.933744   3.068776  0.017658
v_subj(RI.food).29              1.953215  0.321842   1.392328  1.731182  1.926058   2.14769   2.671367  0.005682
v_subj(RI.food).33               1.22118  0.404129   0.651785  0.961411  1.152529  1.396536    2.24366  0.008569
v_subj(RI.food).34              1.865365   0.28976   1.305187  1.671117  1.860238  2.054465   2.455047  0.003215
v_subj(RI.food).39              2.280166  0.233394   1.836222  2.121104  2.276437    2.4347   2.750896  0.002948
v_subj(RI.food).43              3.348227  0.418133   2.570021  3.058754  3.333846  3.616841   4.201597  0.007312
v_subj(RI.food).46              1.261258  0.777923   0.399494  0.771174  1.016768  1.479685   3.442797  0.022198
v_subj(RI.food).49              2.620624  0.392473   1.947706  2.346018  2.588036  2.859838   3.481788  0.006813
v_subj(RI.food).53              2.710687  1.237432  -0.510505  2.226626  2.822605  3.429488   4.697296  0.061396
v_subj(RI.food).55              1.995448  1.165327   0.357138   1.05105  1.817112  2.746861   4.594102  0.032074
v_subj(RI.food).57              3.878459  0.551257   2.891934  3.498301  3.847009  4.217416   5.064821  0.008852
v_subj(RI.food).58              2.111281  0.985605   0.840569  1.430866  1.847739  2.542545   4.716985   0.02748
v_subj(RI.food).59               2.79824  0.293461   2.236189  2.599736  2.792638  2.991564   3.393159  0.003678
v_subj(RI.food).63              1.305986  0.451184   0.683044  1.021331  1.235301  1.500594   2.378717  0.009421
v_subj(RI.food).65              0.985683   0.43578   0.373195  0.707815   0.90407  1.165238   2.096204  0.008488
v_subj(RI.food).72              1.130575    1.2131  -0.693939  0.216132  0.909795  1.908165   3.891527  0.020363
v_subj(RI.food).74               1.91828  0.603531   1.070697  1.514212  1.802979  2.189768   3.466892  0.017644
v_subj(RI.food).76              2.056945  0.340988   1.530749  1.829241  2.007868  2.229503   2.877824  0.007673
v_subj(RI.food).77              1.042644    0.4299   0.599882  0.828904   0.95904  1.119725   2.308826   0.01365
v_subj(RI.food).78              1.952673  0.844316   0.993736  1.351921  1.663192  2.354775   4.186987  0.035378
v_subj(RI.food).82              1.121468  1.037027  -0.273739  0.395679  0.817559  1.681247   3.663765  0.019298
v_subj(RI.food).83              1.051658  0.622621   0.472474  0.702132  0.848586  1.125346   2.958391  0.022905
v_subj(RI.food).86              1.157361   1.01737   0.019896  0.442578  0.757294  1.715927   3.658871  0.023058
v_subj(RI.food).91               3.41591  0.900668   1.836149  2.759987  3.361252  3.995367   5.343957  0.025804
v_subj(RI.food).92              1.358453  0.257367   0.979049  1.204405  1.333333  1.474735   1.862204   0.00702
v_subj(RI.food).93              1.032676  0.154884   0.733772  0.926669  1.029475    1.1387   1.338007  0.001679
v_subj(RI.food).95              1.282578  0.776025   0.435742  0.778498  1.042014  1.530622   3.487882   0.02117
v_subj(RI.food).99               2.22944  0.679785   1.103941  1.748955  2.176903  2.630537   3.767407  0.019487
v_subj(RI.food).111             2.509566  0.768287   1.442821  1.948136  2.341313  2.922368   4.413506  0.028373
v_subj(RI.food).113             1.995871  0.401882   1.314154  1.720544  1.965262  2.232865   2.876337  0.006772
v_subj(RI.neutral).2            1.452517  1.218138  -0.273078  0.422654  1.305341  2.315318   4.051398  0.026693
v_subj(RI.neutral).3            3.811584  0.374227   3.119048  3.558505  3.793778  4.055619   4.587852  0.005196
v_subj(RI.neutral).6             1.47308  0.255676   1.060022  1.305832  1.444053  1.607004   2.059814  0.004616
v_subj(RI.neutral).11           1.500823  0.428526   0.880756  1.226637  1.440384  1.694533   2.507481  0.010894
v_subj(RI.neutral).18           1.403787  1.124579    0.00831  0.407123  1.188086   2.19538   3.908691  0.028181
v_subj(RI.neutral).20           2.567354  0.859882   1.262132  1.950927  2.445449  3.045869   4.545154  0.023071
v_subj(RI.neutral).29            3.03712  0.289225   2.479175  2.842284  3.035494  3.226949     3.6028  0.003721
v_subj(RI.neutral).33           2.442633  1.336659   0.266241  1.415162  2.366572  3.323918    5.26276  0.033343
v_subj(RI.neutral).34           1.572253  0.266138    1.06852  1.392223  1.565033  1.739687   2.117131   0.00289
v_subj(RI.neutral).39           2.970231  0.318561   2.353758  2.750812   2.96528  3.184724   3.601498  0.003947
v_subj(RI.neutral).43           1.157371  0.302024   0.697861  0.971807  1.127092  1.298427   1.810067  0.005283
v_subj(RI.neutral).46           3.152891  0.350191   2.511459  2.912955  3.137955  3.379166   3.883873  0.004554
v_subj(RI.neutral).49           3.481245  0.748903   2.221782  2.961506  3.404657  3.919068   5.134283  0.015033
v_subj(RI.neutral).55            1.69919  1.305975  -0.157008  0.621995   1.53615  2.585174    4.53494  0.024027
v_subj(RI.neutral).57           1.549902  1.423937   -0.33919  0.380447  1.264387  2.519232    4.75488    0.0284
v_subj(RI.neutral).58           0.972693  1.023086  -0.318324  0.350871  0.663802  1.328786   3.769875  0.017281
v_subj(RI.neutral).59           2.598299   0.90961   1.538289  1.956864   2.27993  3.053452   4.925499  0.040326
v_subj(RI.neutral).63            1.14981  0.208879   0.766987  1.006586  1.139755  1.283096   1.579728  0.002583
v_subj(RI.neutral).65           1.251931  0.514551   0.510027    0.8902  1.155116  1.521024    2.51961  0.009264
v_subj(RI.neutral).72           1.396425  1.361786  -0.755781  0.504865  1.089588  2.229596   4.394515  0.049832
v_subj(RI.neutral).78           3.079509  0.744648   1.908024  2.562627  2.970731  3.484813   4.890745  0.021181
v_subj(RI.neutral).82           3.062399  0.333871   2.439232  2.833898  3.055305  3.275973   3.755311  0.004721
v_subj(RI.neutral).83           0.970158  0.589277   0.326218   0.60122  0.777418  1.107242   2.590893    0.0165
v_subj(RI.neutral).86           3.801452  0.382823   3.116223  3.547128  3.780134  4.033885    4.61766  0.008102
v_subj(RI.neutral).91            2.92772  0.572142   2.015907  2.519342  2.854675  3.262076   4.221843  0.016338
v_subj(RI.neutral).92           1.573529   0.75958   0.909677  1.158043  1.317328  1.592535   3.902641  0.037343
v_subj(RI.neutral).93           1.891848  0.201814   1.509699  1.756287  1.883466  2.020891   2.308196  0.002702
v_subj(RI.neutral).95           1.489748  1.171798   0.094584  0.545686  1.156059  2.220255   4.244838  0.028463
v_subj(RI.neutral).99           3.781947  0.507494    2.84591  3.436161  3.762446  4.098826   4.859476  0.009132
v_subj(RI.neutral).111          3.756182  0.657816   2.617385  3.298102  3.696787  4.148803   5.223633  0.015744
v_subj(RI.neutral).113          1.545834  0.212741   1.159031  1.401561  1.537275   1.67892   1.994269  0.002733
v_subj(RI.neutral).114          1.743589  0.447273   1.060122  1.434142  1.675305  1.978809   2.850557  0.010196
t(AN.food)                      0.173609  0.011139   0.151641  0.166111   0.17376  0.181294   0.195417   0.00013
t(AN.neutral)                   0.188465  0.011352   0.165689  0.180808    0.1885  0.196186   0.210703  0.000111
t(HC.food)                      0.171749  0.009016   0.154154  0.165666  0.171882   0.17778   0.189623  0.000095
t(HC.neutral)                   0.183225  0.009198    0.16499  0.176993  0.183243  0.189446   0.201119  0.000104
t(RI.food)                      0.186041  0.010715   0.164909  0.178771  0.185951  0.193254   0.207115  0.000103
t(RI.neutral)                    0.18766  0.010869    0.16594  0.180525  0.187654  0.194854   0.209207   0.00011
t_std                           0.069079  0.003798   0.062082  0.066457  0.068916  0.071514   0.077015  0.000048
t_subj(AN.food).1               0.088883   0.01077   0.066127   0.08213  0.089523  0.096389   0.108111    0.0002
t_subj(AN.food).4               0.213093  0.016776     0.1672  0.208071   0.21682  0.223833   0.235448  0.000342
t_subj(AN.food).5               0.156595  0.013496   0.127566  0.148064   0.15771  0.166208   0.180101  0.000224
t_subj(AN.food).7               0.116198  0.007999   0.098561  0.111205  0.116911  0.121856   0.129977  0.000126
t_subj(AN.food).8                0.09789  0.014974   0.066482  0.088273  0.098712  0.108459   0.125364  0.000215
t_subj(AN.food).9               0.304328  0.011467   0.279852   0.29717  0.305079  0.311825   0.324962  0.000183
t_subj(AN.food).10              0.087664   0.01107   0.064385  0.080429  0.088335  0.095286   0.107696  0.000151
t_subj(AN.food).12              0.249807  0.016948   0.214038  0.239042  0.250143  0.261325   0.281608  0.000223
t_subj(AN.food).13              0.235602  0.010808   0.213212  0.228936  0.236051  0.242675   0.255688  0.000147
t_subj(AN.food).14              0.216461  0.019851   0.185558  0.202356   0.21111  0.233531   0.255572  0.000402
t_subj(AN.food).15              0.231294  0.006766    0.21656  0.227107  0.231827  0.236084   0.242987  0.000111
t_subj(AN.food).16              0.414619  0.012019   0.394272   0.40687    0.4136  0.420917   0.448527  0.000219
t_subj(AN.food).17              0.223422  0.009064   0.203872  0.217784  0.224059  0.229784   0.239266  0.000123
t_subj(AN.food).19               0.22406  0.016756   0.189242  0.213913  0.225534  0.235724   0.252817  0.000243
t_subj(AN.food).21              0.102465  0.009554   0.081776  0.096475  0.103171  0.109157   0.119384  0.000141
t_subj(AN.food).22              0.235134  0.019261   0.191061   0.22455  0.237284  0.247612   0.270308  0.000289
t_subj(AN.food).23              0.135922  0.009377   0.115877  0.130042  0.136577  0.142414   0.152338   0.00012
t_subj(AN.food).24              0.219395  0.018022   0.184318  0.206273  0.219086  0.233863   0.250577  0.000301
t_subj(AN.food).25              0.184974  0.022999   0.152248  0.168042  0.177352  0.205272   0.230429  0.000525
t_subj(AN.food).26              0.079616  0.011672   0.055085  0.072259  0.080196  0.087762   0.100754  0.000182
t_subj(AN.food).27              0.127744  0.010921    0.10459  0.120799  0.128557  0.135581    0.14687  0.000147
t_subj(AN.food).28              0.166137  0.016124   0.131593  0.155943  0.167195  0.177524   0.194237  0.000265
t_subj(AN.food).30              0.157277   0.01814   0.117835  0.146074    0.1596  0.169731   0.188617  0.000274
t_subj(AN.food).31              0.101349   0.00817   0.083987  0.096158  0.101831  0.107139   0.115892  0.000175
t_subj(AN.food).32              0.182738   0.00599   0.169663   0.17894  0.183209   0.18706   0.193029  0.000111
t_subj(AN.food).35              0.126417  0.012975    0.09939  0.118269  0.127052  0.135315   0.150097  0.000169
t_subj(AN.food).36              0.237449  0.007105   0.225701  0.232486  0.235999  0.242531   0.252127   0.00014
t_subj(AN.food).37              0.201058  0.010612   0.177876   0.19498   0.20207  0.208027   0.220861   0.00017
t_subj(AN.food).38              0.138756  0.011291   0.114798  0.131747  0.139454  0.146539   0.159244  0.000151
t_subj(AN.food).40              0.378681  0.017637   0.341944  0.367468  0.379167  0.390224   0.413128   0.00043
t_subj(AN.food).41              0.166716  0.021864   0.127385  0.151359  0.165402  0.181279   0.213094  0.000278
t_subj(AN.food).42              0.077624  0.012875   0.050815  0.069193  0.078033  0.086631    0.10146  0.000187
t_subj(AN.food).44              0.160102  0.017164   0.124633  0.147213  0.163139  0.173055   0.188084   0.00025
t_subj(AN.food).45              0.078171  0.012982   0.050937  0.069842   0.07881  0.087171     0.1016  0.000187
t_subj(AN.neutral).1            0.100489    0.0084   0.082589   0.09519   0.10094   0.10627   0.115659  0.000148
t_subj(AN.neutral).4            0.167868  0.010914   0.146116  0.159226  0.169293  0.176655   0.185424   0.00018
t_subj(AN.neutral).5            0.129252  0.013802   0.103458  0.120187  0.128289  0.137489   0.158895  0.000197
t_subj(AN.neutral).7            0.114767  0.008211   0.097109  0.109607  0.115449  0.120584   0.129108  0.000119
t_subj(AN.neutral).8            0.635138  0.007761   0.617579  0.631294  0.635968  0.639938   0.649048  0.000112
t_subj(AN.neutral).9            0.302257  0.015286   0.267354  0.292033  0.303674  0.313773   0.326693  0.000275
t_subj(AN.neutral).10           0.123833    0.0118   0.100105    0.1165  0.124173  0.131732      0.146  0.000147
t_subj(AN.neutral).12           0.245447   0.01704   0.208551  0.234601  0.246655  0.257461   0.275498  0.000252
t_subj(AN.neutral).13           0.196179  0.020227   0.159393  0.178185  0.200293  0.213518   0.226657  0.000426
t_subj(AN.neutral).14           0.145668  0.004507   0.135564  0.142964  0.146017  0.148878   0.153365  0.000068
t_subj(AN.neutral).15           0.253509  0.008315   0.236096  0.248263  0.253845  0.258987   0.269512  0.000126
t_subj(AN.neutral).16            0.33012  0.004862   0.319667   0.32713  0.330464   0.33355   0.338636  0.000073
t_subj(AN.neutral).17           0.204165  0.007819    0.18676  0.199413   0.20479  0.209714   0.217438  0.000119
t_subj(AN.neutral).19           0.266594  0.008233   0.248856  0.261648  0.267335  0.272338   0.280872  0.000113
t_subj(AN.neutral).22           0.258475  0.008935   0.239332  0.252946  0.259182  0.264758   0.273724  0.000123
t_subj(AN.neutral).23           0.129298  0.008029   0.112165  0.124219  0.129899  0.134921     0.1435   0.00011
t_subj(AN.neutral).24           0.175541  0.007767   0.158256  0.170767  0.176179  0.181032   0.189003  0.000102
t_subj(AN.neutral).25           0.207228  0.012723   0.181382  0.198614  0.207278  0.216649   0.230114   0.00017
t_subj(AN.neutral).26           0.145459  0.008832   0.127433  0.139026  0.146051   0.15247    0.16015  0.000135
t_subj(AN.neutral).28           0.182532  0.013986   0.151564  0.173879  0.183646  0.192277   0.206623  0.000204
t_subj(AN.neutral).30           0.166458   0.01212   0.143112  0.158411  0.165963  0.174345   0.190266  0.000204
t_subj(AN.neutral).31           0.101069  0.008521   0.082658  0.095734   0.10168  0.107062   0.116263  0.000123
t_subj(AN.neutral).32           0.186018  0.004923   0.175434  0.184163  0.186715  0.188927   0.192506  0.000157
